job_no,job_slug,salary_low_list,salary_high_list,desc_snippet,detail_fetched,job_name,cust_name,cust_url,appear_date,industry,employees,china_corp,job_description,job_category,salary,salary_min,salary_max,address_region,address_detail,landmark,need_emp,manage_resp,business_trip,work_shift,work_period_note,vacation_policy,start_working_day,accept_role,work_exp,edu,major,language,local_language,specialty,skill,certificate,driver_license,other_condition,group,desc_len,has_language,has_major,has_skill
12877781,7o0k5,230,260,"工作內容：
外場接待、餐點介紹、點餐等顧客服務工作

薪資福利：
時薪:平日$230起/假日$260起
(未來視工作表現及累計工時調整時薪)
員工消費折扣、排班彈性、供膳

應徵條件：
無經驗可、熱忱、開朗、喜歡與人互動",True,暑期餐飲工讀生【台中店】(可接受實習),鼎泰豐小吃店股份有限公司,https://www.104.com.tw/company/13kcrji0,2026/05/21,餐館業,2000人,False,"工作內容：
外場接待、餐點介紹、點餐等顧客服務工作

薪資福利：
時薪:平日$230起/假日$260起
(未來視工作表現及累計工時調整時薪)
員工消費折扣、排班彈性、供膳

應徵條件：
無經驗可、熱忱、開朗、喜歡與人互動",餐飲服務生,時薪230~260元,230,260,台中市西屯區,台中市西屯區台灣大道三段251號B2(大遠百台中店),距捷運市政府站約500公尺,不限,,,"日班, 晚班, 假日班",09:00~22:30(排班制：分為早中晚不同班別),依公司規定,不限,"應屆畢業生, 日間就讀中, 夜間就讀中, 外籍人士, 僑生",不拘,高中、專科、大學,,,,,,,, ,hourly_above,110,0,0,0
15139582,90hry,160000,160000,"去年優式與 AWS 推出第一屆 AI 量化新星計畫，讓更多人接觸量化交易與 AI 在金融市場中的應用，並有多位表現優異的實習生於計畫後加入團隊。

在優式，我們強調 AI 的實戰價值，發展可被驗證的交易策略。團隊中除了 AI 工程師，也包含專注於",True,2026【AI 量化新星計畫】 AI 量化實習生 (暑期),優式資本股份有限公司,https://www.104.com.tw/company/1a2x6blmck,2026/05/21,證券及期貨業,暫不提供,False,"去年優式與 AWS 推出第一屆 AI 量化新星計畫，讓更多人接觸量化交易與 AI 在金融市場中的應用，並有多位表現優異的實習生於計畫後加入團隊。

在優式，我們強調 AI 的實戰價值，發展可被驗證的交易策略。團隊中除了 AI 工程師，也包含專注於策略研究與驗證的 AI 因子研究員。

今年，我們持續推出第二屆，並加入更多貼近實務的設計：
- 產出導向研究：參與具市場潛力的實作課題
- 交易研究實作：聚焦真實交易情境，而非制式題目
- 第一線實戰洞察：市場與業界專家，分享金融市場第一線觀察與 AI 金融科技的實務應用

【申請資格】
- 大學在學生、研究所在學生、大學/研究所畢業一年內。
- 具備基本 Machine learning/ Deep learning 相關知識，不需金融背景，渴望加入一流金融團隊。

【申請資訊】
- 申請時間：即日起至 2026 年 6 月 3 日 (三) 14:00 截止。
- 申請方式：請透過本頁面申請，優式資本審核後將詢問通過者的參加意願，未通過履歷篩選不另行通知。
履歷內容須包含： (1) 作品集 (2) 自我介紹－請說明為何你是個合適的人選

【重要日程】
- 徵選時間：2026 年 6 月 15 日 (一) 14:00 － 16:30 通過書審者將獲邀參加徵選，未通過履歷篩選者不另行通知
*徵選會僅限實體形式參與，恕無提前/延後補考與線上考試選項*
- 結果公布：2026 年 6 月 22 日 (一) 前 錄取結果將以信件通知

【實習資訊】
- 實習期間：2026 年 7 月 8 日 (三) － 8 月 7 日 (五) (每週一至五 9:00－17:00)
- 實習薪資：新台幣 16 萬
- 實習地點：優式資本台北101辦公室 (實體辦公)","軟體工程師, AI工程師, 演算法工程師","月薪160,000元",160000,160000,台北市信義區,信義路五段7號52樓A室,距捷運台北101/世貿站約210公尺,10~20人,不需負擔管理責任,無需出差外派,日班,,依公司規定,不限,"應屆畢業生, 日間就讀中, 學生實習",不拘,大學以上,,,,,"Machine Learning, 機器學習, 深度學習, AI",,,,high,754,0,0,1
15153491,90sib,32000,38000,"
3. 供應鏈數位化專案 (Digital Transformation)
• 視覺化報表：使用 Power BI 或 Tableau 串接 ERP 數據，建立「供需缺口預警看板」。
• 大數據分析及專案管理

本職缺為暑期(2026/7/6-",True,【2026實習】採購實習生(暑期)_風扇暨熱傳導事業群(桃二),台達電子工業股份有限公司 _DELTA ELECTRONICS INC.,https://www.104.com.tw/company/fn5mtmo,2026/05/21,其他電子零組件相關業,88000人,False,"1. 產銷協調與需求預測 (Demand & Supply Planning)
• 連結工廠 MPS/MRP 整理
• 預測分析
2. 物料需求與庫存監控 (MRP & Inventory Management)
• MRP 執行
• 庫存優化
3. 供應鏈數位化專案 (Digital Transformation)
• 視覺化報表：使用 Power BI 或 Tableau 串接 ERP 數據，建立「供需缺口預警看板」。
• 大數據分析及專案管理

本職缺為暑期(2026/7/6-2026/8/31)實習。
歡迎對採購工作有熱忱，希望在實習階段不僅僅瞭解菜購運作且同時有擁有實務歷練者加入我們!
","採購助理, 實習生／工讀生","月薪32,000~38,000元",32000,38000,桃園市龜山區,山鶯路252號,,2人,不需負擔管理責任,無需出差外派,日班,0830-1730,依公司規定,一個月內,"應屆畢業生, 學生實習",不拘,大學、碩士,"企業管理相關, 工業管理相關",英文（聽:精通/說:精通/讀:精通/寫:精通）,,"Excel, PowerPoint, Word",,,,"1. 熟悉office/Excel/Powerpoint操作 
2. 懂Excel基礎函數設定
3. 主動積極、細心及具備高學習動機

",high,302,1,1,0
14572282,8oc1m,230,260,"工作內容：
傳遞蒸籠類餐點、餐點品質檢測及主管交辦等廚務工作。

薪資福利：
時薪:平日$230起/假日$260起
(未來視工作表現及累計工時調整時薪)
員工消費折扣、排班彈性、供膳

應徵條件：
對餐飲業有熱忱、個性主動積極有責任感",True,暑期點心工讀生【台中店】(可接受實習),鼎泰豐小吃店股份有限公司,https://www.104.com.tw/company/13kcrji0,2026/05/21,餐館業,2000人,False,"工作內容：
傳遞蒸籠類餐點、餐點品質檢測及主管交辦等廚務工作。

薪資福利：
時薪:平日$230起/假日$260起
(未來視工作表現及累計工時調整時薪)
員工消費折扣、排班彈性、供膳

應徵條件：
對餐飲業有熱忱、個性主動積極有責任感",餐廚助手,時薪230~260元,230,260,台中市西屯區,台灣大道三段251號B2 (大遠百台中店),距捷運市政府站約500公尺,1人,,,"日班, 晚班, 假日班",09:00~22:30(排班制：分為早中晚不同班別),依公司規定,不限,"應屆畢業生, 日間就讀中, 夜間就讀中, 原住民",不拘,高中、專科、大學,,,,,,,, ,hourly_above,117,0,0,0
15200449,91sqp,33000,33000," a full-time, 2-month internship during the summer period.

• Working Hours: Monday to Friday, 9:30 AM – 6:30 PM.

• Profile:",True,暑期行銷工讀生 Summer Marketing Intern,Clarins_新加坡商克蘭詩股份有限公司台灣分公司,https://www.104.com.tw/company/18jv8gm0,2026/05/21,藥品／化妝品及清潔用品零售業,220人,False,"Summer Marketing Intern – Clarins Taiwan

Clarins Taiwan is looking for a dynamic, motivated, and detail-oriented Summer Marketing Intern to join our team. This is a unique opportunity to gain hands-on experience in the fast-paced beauty industry, working alongside professionals in Marketing, PR, and CRM.

*Key Responsibilities
       As our intern, you will play an active role in supporting the daily operations and strategic projects of the Marketing Department:

•	Marketing: Conduct in-depth competitive analysis for our key product lines to support strategic decision-making.

•	PR: Manage KOL seeding executions and contribute to the planning and post-event analysis of PR & CSR activities.

•	CRM: Support the management of customer communication across all LINE and SMS channels, ensuring brand messaging consistency and engagement.
What You Will Gain

•	Comprehensive Industry Exposure: Gain a 360-degree understanding of the beauty industry, covering the entire lifecycle of marketing projects—from initial analysis and planning to final execution.

•	Professional Development: This is an ideal role for high-potential talent passionate about a career in marketing.

• Future Career Opportunities: Top-performing interns will be considered for potential full-time opportunities within Clarins upon graduation.

• Networking: Build valuable connections within the industry and work directly with an experienced team.

*Requirements

• Availability: Must be able to commit to a full-time, 2-month internship during the summer period.

• Working Hours: Monday to Friday, 9:30 AM – 6:30 PM.

• Profile: Passionate about the beauty industry, quick to learn, and eager to take initiative.

","行銷助理, 社群行銷, 行銷企劃","月薪33,000元",33000,33000,台北市信義區,松智路1號9樓A室,距捷運市政府站約290公尺,1人,,,日班,,依公司規定,不限,"應屆畢業生, 日間就讀中, 夜間就讀中",不拘,大學,"一般商業學類, 市場行銷相關",,,,,,,,high,1697,0,1,0
15204736,91w1s,196,196,"，願意學習與成長
✔ 具責任感與良好工作態度

【實習資訊】
• 時薪：基本時薪196元。
• 上班時間：09:00－18:00(12:00-13:00午休)
• 週休二日／國定假日休
• 可依課表與實習需求(彈性討論)暑假、學期、長期實習皆可",True,《學生實習計畫》行政業務助理_暑期/學期實習生,裕馨國際有限公司,https://www.104.com.tw/company/1a2x6bkta6,2026/05/23,其他零售業,暫不提供,False,"《實習生熱烈招募中》※我們公司為保養品、保健食品自有品牌
在實習期間，您將在主管的帶領下，快速融入業界，累積實戰經驗！
培養職場即戰力、累積未來競爭優勢。

─── 特別留意 ─── 
申請時，請先回覆以下資訊：
1. 可實習時間：預計實習期間 
2.每週可配合天數
-
【實習工作內容】
1. 協助業務與營運團隊處理行政與銷售相關作業，熟悉內部流程運作
2. 協助檔案整理、文件歸檔與日常行政事項處理
3. 協助客戶接待與需求處理，學習基礎客服與應對能力
4. 協助報價、訂單整理、出貨安排
5. 學習 ERP 系統基礎操作與資料建檔
6. 協助專案進度追蹤與任務整理
7. 協助製作與整理管理表單與基礎資料分析
8. 協助跨部門溝通與資訊整合作業
9. 完成主管交辦事項與日常支援工作

【您將收穫】
✦ 電商品牌後台運作流程
✦ 行政與營運實務經驗
✦ 訂單、出貨與 ERP 系統操作
✦ 職場溝通與跨部門協作能力

【我們希望您具備】
✔ 做事細心、有條理
✔ 具備良好溝通與表達能力
✔ 熟悉基本 Office 軟體操作（Excel／Word／PowerPoint）
✔ 主動積極，願意學習與成長
✔ 具責任感與良好工作態度

【實習資訊】
• 時薪：基本時薪196元。
• 上班時間：09:00－18:00(12:00-13:00午休)
• 週休二日／國定假日休
• 可依課表與實習需求(彈性討論)暑假、學期、長期實習皆可

【實習流程】
初審履歷 → 面試 → 見習參與 → 錄取通知
1.履歷請檢附個人自傳
應徵時請務必附上「個人自傳」，讓我們更了解你的背景、特質與應徵動機
2.線上應徵或e-mail投遞，符合條件之同學邀約面試。


▲對於未來有志於投身電商與行政/行銷領域的夥伴，我們提供完整的實務環境，這將是您進入職場前，累積含金量最高、最關鍵的實習管道。

▲如果您具備相關特質、樂於團隊協作並渴望成長，歡迎投遞履歷，加入我們的行列！

▲品牌相關商品，歡迎查看【官網】 https://www.yuxintw.com/


【青年實習獎勵計畫】
本職缺同步配合「彰縣青年職場實習創薪加倍領獎勵計畫」
符合資格者可申請相關獎勵：
✔ 年滿15－29歲在校青年✔ 戶籍地或學籍位於彰化縣
畢業後留任原實習企業者，最高可申請 12,000 元就業獎勵金。


","業務助理, 行政助理, 行銷助理",時薪196元,196,196,彰化縣彰化市,茄南里茄苳路2段10巷58號旁,,1~2人,,,日班,09:00-18:00(彈性工時) 可依課表與實習需求(彈性討論),依公司規定,不限,"應屆畢業生, 學生實習",不拘,高中以下、高中、專科、大學,,,,"Word, Excel, PowerPoint","文件檔案資料處理、轉換及整合工作, 行政事務處理, 報表彙整與管理",,,"- 商管或相關科系佳
- 基礎流程圖與簡報能力，邏輯清晰
- 細心負責，能主動提出優化建議
- 具良好口語與書面表達",hourly_basic,991,0,0,1
14575794,8oer6,210,210,"想要與一群熱愛運動的人一起工作、分享運動的喜悅嗎?
迪卡儂提供給你一個展現自我、提升職場實力、追求夢想的舞台!
其中涵蓋【登山露營運動、游泳衝浪水上運動，跑步、腳踏車、健身、瑜珈、團體球類等】 60 種運動項目等及超過 35,000 種產品，讓今天所有熱愛運動的人，能夠輕易接觸到不同且有趣的運動！

《如果你滿足以下條件，我們希望進一步認識你》
1. 熱愛運動，保持定期從事習慣
2. 喜愛團隊工作，善於溝通，樂於分享
3. 了解你熱愛的運動產業，熟習該運動產品需求

《這份工作需要你...》
- 分享運動經驗和熱情，讓更多人因為迪卡儂的產品享受運動帶來的樂趣
- 學習產品知識，了解每位使用者的需求並協助尋找適合的產品
- 學習陳列技巧，設計符合消費行為的產品陳列，保持清晰簡單的產品陳列
- 分析銷售狀況，妥善的管理庫存
- 透過體驗活動來推廣在地運動
- 學習收銀客服能力，以最友善的態度服務

《排班形態》
周末假日、連續假期皆可上班",True,[ 台中北屯 DECATHLON ]門市人員_全通路銷售顧問 (暑期兼職)  Omnichannel Sales Advisor (PT),Decathlon Taiwan_台灣迪卡儂有限公司,https://www.104.com.tw/company/1a2x6bil6e,2026/05/21,文教／育樂用品零售業,1000人,False,"想要與一群熱愛運動的人一起工作、分享運動的喜悅嗎?
迪卡儂提供給你一個展現自我、提升職場實力、追求夢想的舞台!
其中涵蓋【登山露營運動、游泳衝浪水上運動，跑步、腳踏車、健身、瑜珈、團體球類等】 60 種運動項目等及超過 35,000 種產品，讓今天所有熱愛運動的人，能夠輕易接觸到不同且有趣的運動！

《如果你滿足以下條件，我們希望進一步認識你》
1. 熱愛運動，保持定期從事習慣
2. 喜愛團隊工作，善於溝通，樂於分享
3. 了解你熱愛的運動產業，熟習該運動產品需求

《這份工作需要你...》
- 分享運動經驗和熱情，讓更多人因為迪卡儂的產品享受運動帶來的樂趣
- 學習產品知識，了解每位使用者的需求並協助尋找適合的產品
- 學習陳列技巧，設計符合消費行為的產品陳列，保持清晰簡單的產品陳列
- 分析銷售狀況，妥善的管理庫存
- 透過體驗活動來推廣在地運動
- 學習收銀客服能力，以最友善的態度服務

《排班形態》
周末假日、連續假期皆可上班","門市／店員／專櫃人員, 售票／收銀人員, 實習生／工讀生",時薪210元,210,210,台中市北屯區,中清路二段1075號,,6~10人,,,"日班, 晚班, 假日班",門店營業時間9-22 依實際排班需求排定,依公司規定,不限,"應屆畢業生, 日間就讀中, 夜間就讀中, 研發替代役, 外籍人士, 原住民, 學生實習, 二度就業",不拘,高中以上,,中文（聽:精通/說:精通/讀:精通/寫:精通）,,,,,,"- 熱愛並定期從事一項運動 
- 有團隊精神及樂於助人的心 
- 熱愛生活，充滿活力 
- 負責任且擁有良好的自律能力

※請在自傳或投遞履歷時，簡單描述你的運動經歷、運動頻率。",hourly_above,423,1,0,0
12682034,7jtiq,200,250,"【我們與別人不一樣的地方】 在魚鮮會社，加薪不用看年資，而是看實力！ 只要您願意投入時間，我們的升遷速度絕對超乎您的想像。

現在，您就可以直接體驗我們為夥伴打造的專屬系統： 
https://reurl.cc/xK8GLE
(連結內為招募展示模式，讓您提前了解從 L1 新人到 L3 核心幹部的完整晉升路徑)

【招募對象】 
◆ 目標明確、想拚高薪的您： 我們給您最快的升遷捷徑。 
◆ 熱情的新血： 無經驗可！我們有像遊戲闖關一樣清晰的培訓制度。 

【薪資待遇與晉升】 我們不畫大餅，直接算給您看！(以每日排班 8 小時計算)：

Level 1 ($200/hr)：只要 19 天！ 基礎養成期（累積滿 150H） 不用一個月！前輩帶領您熟悉環境，考核通過立即加薪。

Level 2 ($220/hr)：再拚 38 天！ 熟練進階期（本級距 300H） 當您工作上手、能獨立作業，再努力約 1.5 個月，就能挑戰最高職級。

Level 3 ($250/hr)：最快第 3 個月達成 成為現場最可靠的核心夥伴，享有高時薪與更多發展機會。

(實際天數依個人排班狀況而定，另有完善的轉正機制與職等保留制度)

【工作內容】 循序漸進，讓您上手無壓力：

外場服務

L1： 學習基本禮儀與環境維護，建立服務自信。

L2： 熟悉流程，能獨立完成顧客接待與結帳。

L3： 成為團隊神隊友，協助現場順暢並分享經驗給新人。

【工作時間 & 地點】

工作地點： 新竹經國店

排班時段： 10:00~14:00、17:00~21:00 (早班/晚班/假日班，彈性排班、可與主管討論)

【為什麼選擇魚鮮會社？】 
拒絕憑感覺打考績： 導入數位化評核系統，只要達成時數與標準，加薪由您自己掌握。 
清晰的未來： 我們提供不僅是一份打工，而是一套完整的職能訓練。 
共融的環境： 就像我們的料理一樣，我們重視新鮮與真實，致力打造一個讓夥伴安心、顧客開心的雙贏環境。

歡迎想挑戰自我、賺取高時薪的您，點擊上方連結體驗我們的系統，並投遞履歷！ 讓我們一起用實力，展現最強大的自己！",True,［歡迎暑期工讀］魚鮮會社新竹經國店 外場服務人員時薪200～250,魚鮮企業有限公司,https://www.104.com.tw/company/1a2x6blru2,2026/05/20,餐館業,35人,False,"【我們與別人不一樣的地方】 在魚鮮會社，加薪不用看年資，而是看實力！ 只要您願意投入時間，我們的升遷速度絕對超乎您的想像。

現在，您就可以直接體驗我們為夥伴打造的專屬系統： 
https://reurl.cc/xK8GLE
(連結內為招募展示模式，讓您提前了解從 L1 新人到 L3 核心幹部的完整晉升路徑)

【招募對象】 
◆ 目標明確、想拚高薪的您： 我們給您最快的升遷捷徑。 
◆ 熱情的新血： 無經驗可！我們有像遊戲闖關一樣清晰的培訓制度。 

【薪資待遇與晉升】 我們不畫大餅，直接算給您看！(以每日排班 8 小時計算)：

Level 1 ($200/hr)：只要 19 天！ 基礎養成期（累積滿 150H） 不用一個月！前輩帶領您熟悉環境，考核通過立即加薪。

Level 2 ($220/hr)：再拚 38 天！ 熟練進階期（本級距 300H） 當您工作上手、能獨立作業，再努力約 1.5 個月，就能挑戰最高職級。

Level 3 ($250/hr)：最快第 3 個月達成 成為現場最可靠的核心夥伴，享有高時薪與更多發展機會。

(實際天數依個人排班狀況而定，另有完善的轉正機制與職等保留制度)

【工作內容】 循序漸進，讓您上手無壓力：

外場服務

L1： 學習基本禮儀與環境維護，建立服務自信。

L2： 熟悉流程，能獨立完成顧客接待與結帳。

L3： 成為團隊神隊友，協助現場順暢並分享經驗給新人。

【工作時間 & 地點】

工作地點： 新竹經國店

排班時段： 10:00~14:00、17:00~21:00 (早班/晚班/假日班，彈性排班、可與主管討論)

【為什麼選擇魚鮮會社？】 
拒絕憑感覺打考績： 導入數位化評核系統，只要達成時數與標準，加薪由您自己掌握。 
清晰的未來： 我們提供不僅是一份打工，而是一套完整的職能訓練。 
共融的環境： 就像我們的料理一樣，我們重視新鮮與真實，致力打造一個讓夥伴安心、顧客開心的雙贏環境。

歡迎想挑戰自我、賺取高時薪的您，點擊上方連結體驗我們的系統，並投遞履歷！ 讓我們一起用實力，展現最強大的自己！","餐飲服務生, 實習生／工讀生",時薪200~250元,200,250,新竹市,經國路一段379巷10弄5號,,1~2人,,,"日班, 晚班, 假日班",10:00~14:00 17:00~21:30,依公司規定,可年後上班,"應屆畢業生, 日間就讀中, 夜間就讀中, 外籍人士, 原住民, 二度就業, 中壯齡, 僑生, 新住民",不拘,高中以下、高中、專科、大學,,,,,"櫃檯門市接待與需求服務, 產品介紹及解說銷售, 門市餐飲管理",,,"【重視生活】小年夜～初二全店公休（共4天），讓您能好好陪家人過年。
【長期發展】我們有完整的 L1~L3 晉升地圖，歡迎希望能長期穩定配合、挑戰高時薪的夥伴加入。
【團隊合作】採排班制，遇營運尖峰或節慶時，需能配合團隊彈性支援或加班（皆依勞基法給付加班費）。
【報到彈性】可年後上班",hourly_above,891,0,0,1
13959745,8b7ep,210,9999999,"想要與一群熱愛運動的人一起工作、分享運動的喜悅嗎?
迪卡儂提供給你一個展現自我、提升職場實力、追求夢想的舞台!
其中涵蓋【登山露營運動、游泳衝浪水上運動，跑步、腳踏車、健身、瑜珈、團體球類等】 60 種運動項目等及超過 35,000 種產品，讓今天所有熱愛運動的人，能夠輕易接觸到不同且有趣的運動！

《招募條件》
如果你是對於游泳、潛水、衝浪、SUP等上述幾種運動有熱忱並且有興趣在零售產業發展，很歡迎你加入我們!!

《如果你滿足以下條件，我們希望進一步認識你》
1. 熱愛運動，保持定期從事習慣
2. 喜愛團隊工作，善於溝通，樂於分享
3. 了解你熱愛的運動產業，熟習該運動產品需求

《這份工作需要你...》
- 分享運動經驗和熱情，讓更多人因為迪卡儂的產品享受運動帶來的樂趣
- 學習產品知識，了解每位使用者的需求並協助尋找適合的產品
- 學習陳列技巧，設計符合消費行為的產品陳列，保持清晰簡單的產品陳列
- 分析銷售狀況，妥善的管理庫存
- 透過體驗活動來推廣在地運動
- 學習收銀客服能力，以最友善的態度服務

《排班形態》
周末假日、連續假期皆可上班

【時薪：210/時】

《桂林店簡介》
桂林店位於市中心為交通最便利的門店，
擁有豐富的教育訓練資源與熱血的工作夥伴，
喜歡運動的你千萬別錯過這個機會，趕快加入我們吧！",True,【迪卡儂桂林店】暑期兼職 -  水上運動-賣場銷售助理 Part Time - Water sport player,Decathlon Taiwan_台灣迪卡儂有限公司,https://www.104.com.tw/company/1a2x6bil6e,2026/05/21,文教／育樂用品零售業,1000人,False,"想要與一群熱愛運動的人一起工作、分享運動的喜悅嗎?
迪卡儂提供給你一個展現自我、提升職場實力、追求夢想的舞台!
其中涵蓋【登山露營運動、游泳衝浪水上運動，跑步、腳踏車、健身、瑜珈、團體球類等】 60 種運動項目等及超過 35,000 種產品，讓今天所有熱愛運動的人，能夠輕易接觸到不同且有趣的運動！

《招募條件》
如果你是對於游泳、潛水、衝浪、SUP等上述幾種運動有熱忱並且有興趣在零售產業發展，很歡迎你加入我們!!

《如果你滿足以下條件，我們希望進一步認識你》
1. 熱愛運動，保持定期從事習慣
2. 喜愛團隊工作，善於溝通，樂於分享
3. 了解你熱愛的運動產業，熟習該運動產品需求

《這份工作需要你...》
- 分享運動經驗和熱情，讓更多人因為迪卡儂的產品享受運動帶來的樂趣
- 學習產品知識，了解每位使用者的需求並協助尋找適合的產品
- 學習陳列技巧，設計符合消費行為的產品陳列，保持清晰簡單的產品陳列
- 分析銷售狀況，妥善的管理庫存
- 透過體驗活動來推廣在地運動
- 學習收銀客服能力，以最友善的態度服務

《排班形態》
周末假日、連續假期皆可上班

【時薪：210/時】

《桂林店簡介》
桂林店位於市中心為交通最便利的門店，
擁有豐富的教育訓練資源與熱血的工作夥伴，
喜歡運動的你千萬別錯過這個機會，趕快加入我們吧！","門市／店員／專櫃人員, 實習生／工讀生",時薪210元以上,210,9999999,台北市萬華區,桂林路1號(家樂福內),距捷運西門站約500公尺,2~4人,,,"日班, 晚班, 假日班",09:00~18:00/13:00~22:00,依公司規定,兩週內,"應屆畢業生, 日間就讀中, 夜間就讀中, 外籍人士, 原住民, 學生實習, 二度就業",不拘,高中以上,,英文（聽:中等/說:中等/讀:中等/寫:中等）,,,,,,"《招募需求》
- 我們歡迎具有運動經驗及熱情的夥伴加入我們
- 假日皆可以配合排班！
- 請分享給我們你熱愛的運動及其經驗！
- 有游泳/潛水/衝浪/Sup經驗者佳

《加分條件》
- 外語能力
- 相關工作經驗、證照
- 相關運動證照

《應徵方式》
歡迎任何有創意之方式呈現履歷，
務必在自我推薦上描述喜歡的運動並告知求職原因,若未告知,恕不受理 
履歷經紙本審核通過後，將於五個工作天內進行電話面試，
未通過者恕不另行通知。",hourly_above,569,1,0,0
14326019,8j20z,32000,37000,"想藉由體驗職場生活，從中探索未來方向、認識自我，並且累積實戰經驗嗎!？歐鄉餐飲誠摯邀請熱愛美食、渴望成長的年輕人才加入我們的實習計畫，與我們一同探索餐飲業的無限可能！

【關於歐鄉餐飲】
我們是致力於提供高品質餐飲服務的企業，憑藉對美食的熱情與不",True,【歐鄉餐飲_宜蘭區】2025年企業實習開跑了 !  (實習生 寒/暑期/長期/可產學簽約),歐鄉牛排館,https://www.104.com.tw/company/93piywo,2026/05/19,餐館業,200人,False,"想藉由體驗職場生活，從中探索未來方向、認識自我，並且累積實戰經驗嗎!？歐鄉餐飲誠摯邀請熱愛美食、渴望成長的年輕人才加入我們的實習計畫，與我們一同探索餐飲業的無限可能！

【關於歐鄉餐飲】
我們是致力於提供高品質餐飲服務的企業，憑藉對美食的熱情與不斷創新，在市場上贏得了穩定的客群和口碑。總是秉持「誠信、品質、用心」的價值觀，以顧客滿意為核心，致力於創造最棒的用餐體驗。我們不僅注重餐點的美味，更追求每個服務細節的感動瞬間。

為什麼選擇歐鄉餐飲？
1. 福利優於勞基法
我們提供優於勞基法的福利制度，比照正職/計時夥伴福利 (依對應職務)，並提供表現優秀者留任機會。讓你在累積經驗的同時，擁有更高的生活品質。(企業福利:https://www.104.com.tw/job/8i7iu?jobsource=cs_custlist)

2. 系統化的培訓計劃
培訓課程，涵蓋餐飲管理、服務技巧、食品安全與品質控制等多個方面(內/外場有所不同)。由店面幹部輔導，助你快速成長，提前做好就業準備。

3. 多元發展的機會
實習生將會參與店面營運實習，從桌邊服務、崗位交替、廚房備置 (分內/外場)…，獲得多元的餐飲業務經驗。此外，我們還鼓勵實習生參與公司的內訓課程，了解自己的想法與職場上的連結，並學習解決問題、提高顧客滿意的能力。

4. 工作環境友善
我們的團隊擁有多元文化背景，營造友善、積極且富有活力的工作環境。在這裡，你可以結識到來自不同專業、能力的夥伴，互相學習與成長。

實習內容
- 前台服務：學習顧客服務技巧，處理點單、用餐指引與結帳等工作。
- 廚房操作：了解餐點製作流程，參與料理準備與品質控制。
- 學習QCS：工作區域及設備的清潔、遵守公司待客的服務標準、重視食材的品質

我們希望你是這樣的人
- 熱愛餐飲業，對食物有熱情，並樂於挑戰自己。
- 積極主動，具備良好的溝通能力與團隊合作精神。
- 願意學習，能在多變的環境中靈活應對並持續成長。
	
申請資格
- 大專院校以上在學學生，科系不限。
- 能配合學校的產學合作或有學分需求的實習計畫者尤佳。	
立即加入歐鄉餐飲團隊，讓我們一起創造屬於你的精彩未來！
","餐飲服務生, 餐廚助手, 門市／店員／專櫃人員","月薪32,000~37,000元",32000,37000,宜蘭縣五結鄉,,,不限,不需負擔管理責任,無需出差外派,"日班, 晚班, 假日班",,依公司規定,不限,學生實習,不拘,專科以上,,,,,,,,"※ 實習期間：2025年度 學期
※ 申請資格：大二（含）以上在學學生，大四畢業已錄取研究所者亦可。
※ 附上中文履歷、學生證/在學證明。
※ 應徵時請同時回答以下3個問題：
    1. 可參與實習期間？（起訖月份，例：二月中～六月底；二月中~十二月底）
    2. 一周可實習天數？（至少一周三日）
    3. 有意願參與實習之區域/職務？（宜花東/內外場）
※每週可實習3~4天者，以時薪制計算190/hr
   每週可實習5天者，以月薪制計算32000/月 (含全勤)

●實習時間與規定：
一、實習期自2025/01/01至2025/12/31，或依各實習生及各實習單位彈性需求延長實習期間。
二、實習期間須遵守本院規範之各項管理規定，勿隨意缺席。
三、實習生因故須提前終止實習活動，須事先向本單位提出終止實習之申請。",high,916,0,0,0
13299460,7x1xg,29500,50000,全新經營模式打造優質上班環境,True,台南東區徵暑期工讀早晚班工讀,斯朵利國際有限公司,https://www.104.com.tw/company/1a2x6bkp1x,2026/05/21,美髮業,10人,False,全新經營模式打造優質上班環境,"美髮師, 美髮助理","月薪29,500~50,000元",29500,50000,台南市東區,崇學路,,1~5人,不需負擔管理責任,無需出差外派,日班,,依公司規定,不限,,不拘,不拘,,,,,,,,,basic,14,0,0,0
